t,H,observed_EL,theory_EL
2.76,128,64.00138829267007,64.0012870035711
2.775,128,64.00123273826142,64.00114273090819
2.79,128,64.00109454028774,64.00101456685802
2.8049999999999997,128,64.00097177404524,64.0009007233097
2.82,128,64.00086272633307,64.00079960893407
2.835,128,64.00076587252514,64.00070980780453
2.85,128,64.00067985607684,64.0006300602961
2.8649999999999998,128,64.00060347021594,64.00055924602638
2.88,128,64.00053564159212,64.0004963686269
2.895,128,64.00047541568128,64.0004405421534
2.9099999999999997,128,64.00042194376131,64.00039097896297
2.925,128,64.00037447129404,64.000346978903
2.94,128,64.00033232756533,64.00030791967421
2.955,128,64.0002949164496,64.00027324824102
2.9699999999999998,128,64.00026170817942,64.00024247317928
2.985,128,64.00023223201282,64.00021515785994
3.0,128,64.000206069702,64.00019091437898
